"","ID","ch","sex","stage","tail","stream","trout"
"2662","GPG2-8P3","000000000000000000000000000000000001000000000000000000000000000000000000","M","A","Damaged","Paradise","Present"
"2663","GPG2-8P4","000000000000000000000000000000000001000000000000000000000000000000000000","U","L","Full","Paradise","Present"
"2664","GP999002018052204","000000000000000000000000000000000000100000000000000000000000000000000000","U","L","Damaged","Paradise","Present"
"2665","GP999002018052205","000000000000000000000000000000000000100000000000000000000000000000000000","M","A","Full","Paradise","Present"
"2666","GP999002018052217","000000000000000000000000000000000000100000000000000000000000000000000000","U","L","Damaged","Paradise","Present"
"2667","GP999002018052228","000000000000000000000000000000000000100000000000000000000000000000000000","U","L","Full","Paradise","Present"
"2668","GP999002018052236","000000000000000000000000000000000000110010000000000000000000000000000000","M","A","Full","Paradise","Present"
"2669","GP999002018052255","000000000000000000000000000000000000110000000000000000000000000000000000","U","L","Full","Paradise","Present"
"2670","GP999002018052261","000000000000000000000000000000000000100000000000000000000000000000000000","U","L","Damaged","Paradise","Present"
"2671","GP999002018052262","000000000000000000000000000000000000100000000000000000000000000000000000","M","A","Full","Paradise","Present"
"2672","GP999002018052277","000000000000000000000000000000000000100000000000000000000000000000000000","F","A","Full","Paradise","Present"
"2673","GP999002018052295","000000000000000000000000000000000000100000000000000000000000000000000000","U","L","Full","Paradise","Present"
"2674","GP999002018052260","000000000000000000000000000000000000011000000000000000000000000000000000","F","A","Full","Paradise","Present"
"2675","GP999002018052704","000000000000000000000000000000000000010000000000000000000000000000000000","F","A","Damaged","Paradise","Present"
"2676","GP999002018052706","000000000000000000000000000000000000010000000000000000000000000000000000","F","A","Full","Paradise","Present"
"2677","GP999002018052708","000000000000000000000000000000000000010000000000000000000000000000000000","M","A","Damaged","Paradise","Present"
"2678","GP999002018052712","000000000000000000000000000000000000010000000000000000000000000000000000","U","L","Damaged","Paradise","Present"
"2679","GP999002018052713","000000000000000000000000000000000000010001000000000000000000000000000000","M","A","Full","Paradise","Present"
"2680","GP999002018052722","000000000000000000000000000000000000010000000000000000000000000000000000","U","L","Damaged","Paradise","Present"
"2681","GP999002018052723","000000000000000000000000000000000000010000000000000000000000000000000000","U","L","Full","Paradise","Present"
"2682","GP999002018052729","000000000000000000000000000000000000010000000000000000000000000000000000","U","L","Damaged","Paradise","Present"
"2683","GP999002018052746","000000000000000000000000000000000000010000000000000000000000000000000000","M","A","Damaged","Paradise","Present"
"2684","GP999002018052761","000000000000000000000000000000000000010000000000000000000000000000000000","U","L","Full","Paradise","Present"
"2685","GP999002018052772","000000000000000000000000000000000000010000000000000000000000000000000000","F","A","Damaged","Paradise","Present"
"2686","GP999002018052773","000000000000000000000000000000000000010000000000000100000000000000000000","U","L","Full","Paradise","Present"
"2687","GP999002018052779","000000000000000000000000000000000000010000000000000000000000000000000000","F","A","Full","Paradise","Present"
"2688","GP999002018052784","000000000000000000000000000000000000010000000000000000000000000000000000","U","L","Full","Paradise","Present"
"2689","GP999002018052786","000000000000000000000000000000000000010000000000000000000000000000000000","M","A","Damaged","Paradise","Present"
"2690","GP999002018052720","000000000000000000000000000000000000001001000000000000000000000000000000","F","A","Full","Paradise","Present"
"2691","GP999002018052721","000000000000000000000000000000000000001000000000000000000000000000000000","U","L","Damaged","Paradise","Present"
"2692","GP999002018052741","000000000000000000000000000000000000001000000000000000000000000000000000","M","A","Full","Paradise","Present"
"2693","GP999002018052742","000000000000000000000000000000000000001000000000000000000000000000000000","U","L","Damaged","Paradise","Present"
"2694","GP999002018052757","000000000000000000000000000000000000001000000000000000000000000000000000","F","A","Damaged","Paradise","Present"
"2695","GP999002018052760","000000000000000000000000000000000000001000000000000000000000000000000000","F","A","Full","Paradise","Present"
"2696","GP999002018052769","000000000000000000000000000000000000001000000000000000000000000000000000","F","A","Full","Paradise","Present"
"2697","GP999002018052794","000000000000000000000000000000000000001010000000000000000000000000000000","M","A","Full","Paradise","Present"
"2698","GP999002018052796","000000000000000000000000000000000000001000000000000000000000000000000000","U","L","Full","Paradise","Present"
"2699","GP999002018052799","000000000000000000000000000000000000001010001000000000000000000000000000","U","L","Full","Paradise","Present"
"2700","GP999002018052901","000000000000000000000000000000000000000100010000000000000000000000000010","F","A","Full","Paradise","Present"
"2701","GP999002018052904","000000000000000000000000000000000000000100000000000000000000000000000000","M","A","Full","Paradise","Present"
"2702","GP999002018052906","000000000000000000000000000000000000000100000000000000000000000000000000","M","A","Full","Paradise","Present"
"2703","GP999002018052907","000000000000000000000000000000000000000100100000000000000000000000000000","F","A","Full","Paradise","Present"
"2704","GP999002018052911","000000000000000000000000000000000000000100000000000000000000000000000000","M","A","Full","Paradise","Present"
"2705","GP999002018052933","000000000000000000000000000000000000000100000000000000000000000000000000","F","A","Full","Paradise","Present"
"2706","GP999002018052935","000000000000000000000000000000000000000100000000000000000000000000000000","U","L","Full","Paradise","Present"
"2707","GP999002018052937","000000000000000000000000000000000000000100000000000000000000000000000000","U","L","Full","Paradise","Present"
"2708","GP999002018052942","000000000000000000000000000000000000000101000000000000000000000000000000","M","A","Full","Paradise","Present"
"2709","GP999002018052943","000000000000000000000000000000000000000100000000000000000000000000000000","U","L","Damaged","Paradise","Present"
"2710","GP999002018052950","000000000000000000000000000000000000000101000000000000000100000010000000","U","L","Full","Paradise","Present"
"2711","GP999002018052955","000000000000000000000000000000000000000101000000000000000000000000000000","U","L","Full","Paradise","Present"
"2712","GP999002018052960","000000000000000000000000000000000000000100000000000000000000000000000000","U","L","Damaged","Paradise","Present"
"2713","GP999002018052968","000000000000000000000000000000000000000100000000000000000000000000000000","U","L","Full","Paradise","Present"
"2714","GP999002018052969","000000000000000000000000000000000000000100000000000000000000000000000000","U","L","Full","Paradise","Present"
"2715","GP999002018052979","000000000000000000000000000000000000000100000000000000000000000000000000","F","A","Damaged","Paradise","Present"
"2716","GP999002018052985","000000000000000000000000000000000000000110000000000000000000000000000000","M","A","Full","Paradise","Present"
"2717","GP999002018052991","000000000000000000000000000000000000000100000000000000000000000000000000","U","L","Damaged","Paradise","Present"
"2718","GP999002018052994","000000000000000000000000000000000000000100000000000000000000000000000000","U","L","Full","Paradise","Present"
"2719","GP999002018052814","000000000000000000000000000000000000000010010000000000000000000000000000","M","A","Full","Paradise","Present"
"2720","GP999002018052825","000000000000000000000000000000000000000010000000000000000000000000000000","F","A","Damaged","Paradise","Present"
"2721","GP999002018052829","000000000000000000000000000000000000000010000000000000000000000000000000","U","L","Damaged","Paradise","Present"
"2722","GP999002018052837","000000000000000000000000000000000000000010000000000000000000000000000000","U","L","Damaged","Paradise","Present"
"2723","GP999002018052843","000000000000000000000000000000000000000010000000000000000000000000000000","M","A","Full","Paradise","Present"
"2724","GP999002018052867","000000000000000000000000000000000000000010000000000000000000000000000000","F","A","Damaged","Paradise","Present"
"2725","GP999002018052897","000000000000000000000000000000000000000010000000000000000000000000000000","F","A","Full","Paradise","Present"
"2726","GP999002018052913","000000000000000000000000000000000000000010000000000000000000000000000000","M","A","Damaged","Paradise","Present"
"2727","GP999002018052918","000000000000000000000000000000000000000010000000000000000000000000000000","M","A","Full","Paradise","Present"
"2728","GP999002018052927","000000000000000000000000000000000000000011000000000000000000000000000000","U","L","Full","Paradise","Present"
"2729","GP999002018052947","000000000000000000000000000000000000000010000000000000000000000000000000","F","A","Full","Paradise","Present"
"2730","GP999002018052948","000000000000000000000000000000000000000010000000000000000000000000000000","U","L","Damaged","Paradise","Present"
"2731","GP999002018052965","000000000000000000000000000000000000000011000000000000000000000000000000","U","A","Full","Paradise","Present"
"2732","GP999002018052975","000000000000000000000000000000000000000010000000000000000000000000000000","M","A","Damaged","Paradise","Present"
"2733","GP999002018052982","000000000000000000000000000000000000000010000000000000000000000000000000","M","A","Damaged","Paradise","Present"
"2734","GP999002018052993","000000000000000000000000000000000000000010000000000000000000000000000000","F","A","Damaged","Paradise","Present"
"2735","GP999002018052304","000000000000000000000000000000000000000001000000000000000000000000000000","F","A","Damaged","Paradise","Present"
"2736","GP999002018052305","000000000000000000000000000000000000000001000000000000000000000000000000","U","L","Full","Paradise","Present"
"2737","GP999002018052326","000000000000000000000000000000000000000001000000000000000000000000000000","F","A","Damaged","Paradise","Present"
"2738","GP999002018052334","000000000000000000000000000000000000000001000000000000000000000000000000","F","A","Damaged","Paradise","Present"
"2739","GP999002018052340","000000000000000000000000000000000000000001000000000000000000000000000000","M","A","Damaged","Paradise","Present"
"2740","GP999002018052363","000000000000000000000000000000000000000001000000000000000000000000000000","F","A","Damaged","Paradise","Present"
"2741","GP999002018052374","000000000000000000000000000000000000000001000000000000000000000000000000","U","L","Full","Paradise","Present"
"2742","GP999002018052388","000000000000000000000000000000000000000001000000000000000000000000000000","F","A","Full","Paradise","Present"
"2743","GP999002018052393","000000000000000000000000000000000000000001000000000000000000000000000000","F","A","Damaged","Paradise","Present"
"2744","GP999002018052398","000000000000000000000000000000000000000001010000100100000000000000000000","F","A","Full","Paradise","Present"
"2745","GP999002018052820","000000000000000000000000000000000000000001000000000000000000000000000000","U","L","Damaged","Paradise","Present"
"2746","GP999002018052830","000000000000000000000000000000000000000001000000000000000000000000000000","F","A","Full","Paradise","Present"
"2747","GP999002018052834","000000000000000000000000000000000000000001000000000000000000000000000000","F","A","Damaged","Paradise","Present"
"2748","GP999002018052835","000000000000000000000000000000000000000001000000000100000000000000000000","U","L","Full","Paradise","Present"
"2749","GP999002018052842","000000000000000000000000000000000000000001000000000000000000000000000000","U","L","Damaged","Paradise","Present"
"2750","GP999002018052850","000000000000000000000000000000000000000001000000000000000000000000000000","F","A","Full","Paradise","Present"
"2751","GP999002018052881","000000000000000000000000000000000000000001000000000000000000000000000000","F","A","Damaged","Paradise","Present"
"2752","GP999002018052887","000000000000000000000000000000000000000001000000000000000000000000000000","M","A","Full","Paradise","Present"
"2753","GP999002018052895","000000000000000000000000000000000000000001000000000000000000000000000000","U","L","Damaged","Paradise","Present"
"2754","GP999002018052301","000000000000000000000000000000000000000000100000000000000000000000000000","U","L","Damaged","Paradise","Present"
"2755","GP999002018052303","000000000000000000000000000000000000000000100000000000000000000000000000","F","A","Full","Paradise","Present"
"2756","GP999002018052321","000000000000000000000000000000000000000000100000000000000000000000000000","M","A","Damaged","Paradise","Present"
"2757","GP999002018052337","000000000000000000000000000000000000000000100000000000000000000000000000","M","A","Damaged","Paradise","Present"
"2758","GP999002018052616","000000000000000000000000000000000000000000010000000000000000000000000000","U","L","Damaged","Paradise","Present"
"2759","GP999002018052618","000000000000000000000000000000000000000000010000000000000000000000000000","F","A","Damaged","Paradise","Present"
"2760","GP999002018052620","000000000000000000000000000000000000000000010000000000000000000000000000","F","A","Full","Paradise","Present"
"2761","GP999002018052621","000000000000000000000000000000000000000000010000000000000000000000000000","U","L","Full","Paradise","Present"
"2762","GP999002018052622","000000000000000000000000000000000000000000010000000000000000000000000000","F","A","Full","Paradise","Present"
"2763","GP999002018052627","000000000000000000000000000000000000000000010000000000000000000000000000","U","L","Full","Paradise","Present"
"2764","GP999002018052634","000000000000000000000000000000000000000000010000000000000000000000000000","U","L","Damaged","Paradise","Present"
"2765","GP999002018052644","000000000000000000000000000000000000000000010000000000000000000000000000","U","L","Damaged","Paradise","Present"
"2766","GP999002018052648","000000000000000000000000000000000000000000010000000000000000000000000000","U","L","Damaged","Paradise","Present"
"2767","GP999002018052663","000000000000000000000000000000000000000000010000001000000000000000000000","U","L","Damaged","Paradise","Present"
"2768","GP999002018052689","000000000000000000000000000000000000000000011000000000000000000000000000","F","A","Full","Paradise","Present"
"2769","GP999002018052693","000000000000000000000000000000000000000000010000000000000010000000000000","M","A","Full","Paradise","Present"
"2770","GP999002018052697","000000000000000000000000000000000000000000010000000000000000000000000000","U","L","Full","Paradise","Present"
"2771","GP999002018052699","000000000000000000000000000000000000000000010000000000000000000000000000","U","L","Full","Paradise","Present"
"2772","GP999002018052116","000000000000000000000000000000000000000000001000000000000000000000000000","U","L","Damaged","Paradise","Present"
"2773","GP999002018052126","000000000000000000000000000000000000000000001000000000000000000000000000","U","L","Full","Paradise","Present"
"2774","GP999002018052127","000000000000000000000000000000000000000000001000000000000000000000000000","U","L","Full","Paradise","Present"
"2775","GP999002018052137","000000000000000000000000000000000000000000001000000000000000000000000000","F","A","Full","Paradise","Present"
"2776","GP999002018052149","000000000000000000000000000000000000000000001000000010000000000000000000","U","L","Full","Paradise","Present"
"2777","GP999002018052155","000000000000000000000000000000000000000000001000000000000000000000000000","F","A","Damaged","Paradise","Present"
"2778","GP999002018052165","000000000000000000000000000000000000000000001000000000000000000000000000","M","A","Full","Paradise","Present"
"2779","GP999002018052168","000000000000000000000000000000000000000000001000000000000000000000000000","F","A","Full","Paradise","Present"
"2780","GP999002018052173","000000000000000000000000000000000000000000001000000000000000000000000000","F","A","Damaged","Paradise","Present"
"2781","GP999002018052192","000000000000000000000000000000000000000000001000000000000000000000000000","U","L","Damaged","Paradise","Present"
"2782","GP999002018052194","000000000000000000000000000000000000000000001000000000000000000000000000","F","A","Damaged","Paradise","Present"
"2783","GP999002018052416","000000000000000000000000000000000000000000000110000000000000000000000000","U","L","Full","Paradise","Present"
"2784","GP999002018052422","000000000000000000000000000000000000000000000100000000000000000000000000","U","L","Damaged","Paradise","Present"
"2785","GP999002018052438","000000000000000000000000000000000000000000000100000000000000000000000000","U","L","Damaged","Paradise","Present"
"2786","GP999002018052441","000000000000000000000000000000000000000000000100000000000000000000100010","U","M","Damaged","Paradise","Present"
"2787","GP999002018052453","000000000000000000000000000000000000000000000100000000000000000000000000","U","L","Full","Paradise","Present"
"2788","GP999002018052461","000000000000000000000000000000000000000000000100000000000000000000000000","F","A","Damaged","Paradise","Present"
"2789","GP999002018052464","000000000000000000000000000000000000000000000100000000000000000000000000","M","A","Full","Paradise","Present"
"2790","GP999002018052500","000000000000000000000000000000000000000000000100000000000000000000000000","U","L","Damaged","Paradise","Present"
"2791","GP999002018052404","000000000000000000000000000000000000000000000010000000000000000000100000","U","L","Full","Paradise","Present"
"2792","GP999002018052412","000000000000000000000000000000000000000000000010000000000000000000000000","U","L","Damaged","Paradise","Present"
"2793","GP999002018052420","000000000000000000000000000000000000000000000010000000000000000000000000","U","L","Full","Paradise","Present"
"2794","GP999002018052443","000000000000000000000000000000000000000000000010000010000010000000000000","U","L","Full","Paradise","Present"
"2795","GP999002018052483","000000000000000000000000000000000000000000000010000000000000000000000000","U","L","Damaged","Paradise","Present"
"2796","GP999002018052104","000000000000000000000000000000000000000000000001000000000000000000000000","U","L","Damaged","Paradise","Present"
"2797","GP999002018052132","000000000000000000000000000000000000000000000001000000000000000000000000","U","L","Full","Paradise","Present"
"2798","GP999002018052136","000000000000000000000000000000000000000000000001000000000000000000000000","U","L","Full","Paradise","Present"
"2799","GP999002018052140","000000000000000000000000000000000000000000000001000000000000000000000000","U","L","Damaged","Paradise","Present"
"2800","GP999002018052409","000000000000000000000000000000000000000000000001000000000000000000000000","M","A","Full","Paradise","Present"
"2801","GP999002018052514","000000000000000000000000000000000000000000000000100000000000000000000000","M","A","Full","Paradise","Present"
"2802","GP999002018052516","000000000000000000000000000000000000000000000000100000000000000001000000","F","A","Damaged","Paradise","Present"
"2803","GP999002018052538","000000000000000000000000000000000000000000000000100000000010000000000000","F","A","Full","Paradise","Present"
"2804","GP999002018052549","000000000000000000000000000000000000000000000000100000000000000000000000","U","L","Damaged","Paradise","Present"
"2805","GP999002018052554","000000000000000000000000000000000000000000000000100000000000000000000000","U","L","Full","Paradise","Present"
"2806","GP999002018052568","000000000000000000000000000000000000000000000000100000000000000000000000","F","A","Full","Paradise","Present"
"2807","GP999002018052526","000000000000000000000000000000000000000000000000011000000000000000000000","U","L","Full","Paradise","Present"
"2808","GP999002018052529","000000000000000000000000000000000000000000000000010000000000000000000000","U","L","Damaged","Paradise","Present"
"2809","GP999002018052540","000000000000000000000000000000000000000000000000010000000000000000000000","U","L","Damaged","Paradise","Present"
"2810","GP999002018052546","000000000000000000000000000000000000000000000000011000000000000000000000","U","L","Full","Paradise","Present"
"2811","GP999002018052552","000000000000000000000000000000000000000000000000010000000000000000000000","U","L","Damaged","Paradise","Present"
"2812","GP999002018052560","000000000000000000000000000000000000000000000000010000000000000000000000","M","A","Damaged","Paradise","Present"
"2813","GP999002018052561","000000000000000000000000000000000000000000000000010000000000000000000000","U","L","Full","Paradise","Present"
"2814","GP999002018052588","000000000000000000000000000000000000000000000000010000000000000000000000","U","L","Damaged","Paradise","Present"
"2815","GP900113001674909","000000000000000000000000000000000000000000000000001000000000000000000000","U","L","Damaged","Paradise","Present"
"2816","GP900113001674920","000000000000000000000000000000000000000000000000001000000000000000000000","U","L","Damaged","Paradise","Present"
"2817","GP900113001674921","000000000000000000000000000000000000000000000000001000000000000000000000","U","L","Damaged","Paradise","Present"
"2818","GP900113001674926","000000000000000000000000000000000000000000000000001000000000000000000000","U","L","Damaged","Paradise","Present"
"2819","GP900113001674939","000000000000000000000000000000000000000000000000001000000000000000000000","U","L","Damaged","Paradise","Present"
"2820","GP900113001674977","000000000000000000000000000000000000000000000000001000000000000000000000","U","L","Damaged","Paradise","Present"
"2821","GP900113001674719","000000000000000000000000000000000000000000000000000100000000000000000000","U","L","Full","Paradise","Present"
"2822","GP900113001674720","000000000000000000000000000000000000000000000000000100100000000000000000","U","L","Full","Paradise","Present"
"2823","GP900113001674725","000000000000000000000000000000000000000000000000000100000000000000000000","U","L","Damaged","Paradise","Present"
"2824","GP900113001674732","000000000000000000000000000000000000000000000000000100000000000000000000","U","L","Full","Paradise","Present"
"2825","GP900113001674743","000000000000000000000000000000000000000000000000000100000000000000000000","U","L","Full","Paradise","Present"
"2826","GP900113001674746","000000000000000000000000000000000000000000000000000100000000000000000000","U","L","Damaged","Paradise","Present"
"2827","GP900113001674747","000000000000000000000000000000000000000000000000000100000000000000000000","U","L","Damaged","Paradise","Present"
"2828","GP900113001674748","000000000000000000000000000000000000000000000000000100000000000000000000","U","L","Full","Paradise","Present"
"2829","GP900113001674751","000000000000000000000000000000000000000000000000000100000000000000000000","U","L","Full","Paradise","Present"
"2830","GP900113001674752","000000000000000000000000000000000000000000000000000100000000000000000000","U","L","Damaged","Paradise","Present"
"2831","GP900113001674767","000000000000000000000000000000000000000000000000000100100000000000000000","U","L","Full","Paradise","Present"
"2832","GP900113001674773","000000000000000000000000000000000000000000000000000100000000000000000000","U","L","Damaged","Paradise","Present"
"2833","GP900113001674782","000000000000000000000000000000000000000000000000000100000000000000000000","U","L","Full","Paradise","Present"
"2834","GP900113001674783","000000000000000000000000000000000000000000000000000100000000000000000000","U","L","Damaged","Paradise","Present"
"2835","GP900113001674787","000000000000000000000000000000000000000000000000000100001000000011000000","U","L","Full","Paradise","Present"
"2836","GP900113001674812","000000000000000000000000000000000000000000000000000010000000000000000000","U","L","Damaged","Paradise","Present"
"2837","GP900113001674813","000000000000000000000000000000000000000000000000000010000000000000000000","U","M","Full","Paradise","Present"
"2838","GP900113001674828","000000000000000000000000000000000000000000000000000011000000000000000000","U","L","Full","Paradise","Present"
"2839","GP900113001674830","000000000000000000000000000000000000000000000000000010010000000000000000","F","A","Full","Paradise","Present"
"2840","GP900113001674843","000000000000000000000000000000000000000000000000000010000000001000000000","F","A","Full","Paradise","Present"
"2841","GP900113001674851","000000000000000000000000000000000000000000000000000010000000000000000000","U","L","Full","Paradise","Present"
"2842","GP900113001674866","000000000000000000000000000000000000000000000000000010000000000000000000","U","L","Damaged","Paradise","Present"
"2843","GP900113001674874","000000000000000000000000000000000000000000000000000010000000010000000000","M","A","Full","Paradise","Present"
"2844","GP900113001674885","000000000000000000000000000000000000000000000000000010000000000000000000","U","L","Damaged","Paradise","Present"
"2845","GP900113001674887","000000000000000000000000000000000000000000000000000011000000000000000000","U","L","Full","Paradise","Present"
"2846","GP900113001674601","000000000000000000000000000000000000000000000000000001000000001000000000","U","L","Full","Paradise","Present"
"2847","GP900113001674637","000000000000000000000000000000000000000000000000000001000000000000000000","U","L","Full","Paradise","Present"
"2848","GP900113001674663","000000000000000000000000000000000000000000000000000001000000000000000000","U","L","Damaged","Paradise","Present"
"2849","GP900113001674686","000000000000000000000000000000000000000000000000000001000000000000000000","M","A","Damaged","Paradise","Present"
"2850","GP900113001674700","000000000000000000000000000000000000000000000000000001000000000000000000","U","L","Damaged","Paradise","Present"
"2851","GP900113001674606","000000000000000000000000000000000000000000000000000000100000000000000000","U","L","Damaged","Paradise","Present"
"2852","GP900113001674612","000000000000000000000000000000000000000000000000000000100000000000000000","U","L","Damaged","Paradise","Present"
"2853","GP900113001674640","000000000000000000000000000000000000000000000000000000100000000000000000","M","A","Damaged","Paradise","Present"
"2854","GP900113001674647","000000000000000000000000000000000000000000000000000000100000000000000000","U","L","Damaged","Paradise","Present"
"2855","GP900113001674648","000000000000000000000000000000000000000000000000000000100010000000000000","U","L","Full","Paradise","Present"
"2856","GP900113001674649","000000000000000000000000000000000000000000000000000000100000000000000000","F","A","Full","Paradise","Present"
"2857","GP900113001674651","000000000000000000000000000000000000000000000000000000100000000000000000","U","L","Damaged","Paradise","Present"
"2858","GP900113001674653","000000000000000000000000000000000000000000000000000000100000000000000000","U","L","Damaged","Paradise","Present"
"2859","GP900113001674656","000000000000000000000000000000000000000000000000000000100000000000000000","M","A","Damaged","Paradise","Present"
"2860","GP900113001674660","000000000000000000000000000000000000000000000000000000100000000000000000","U","L","Damaged","Paradise","Present"
"2861","GP900113001674664","000000000000000000000000000000000000000000000000000000100000000000000000","F","A","Damaged","Paradise","Present"
"2862","GP900113001674688","000000000000000000000000000000000000000000000000000000100000000000000000","U","L","Full","Paradise","Present"
"2863","GP900113001674690","000000000000000000000000000000000000000000000000000000110000000000000000","U","L","Full","Paradise","Present"
"2864","GP900113001674501","000000000000000000000000000000000000000000000000000000010000000000000000","U","L","Damaged","Paradise","Present"
"2865","GP900113001674505","000000000000000000000000000000000000000000000000000000010000000000000000","U","L","Damaged","Paradise","Present"
"2866","GP900113001674535","000000000000000000000000000000000000000000000000000000010000000000000000","U","L","Damaged","Paradise","Present"
"2867","GP900113001674538","000000000000000000000000000000000000000000000000000000010000010001000000","M","A","Full","Paradise","Present"
"2868","GP900113001674540","000000000000000000000000000000000000000000000000000000010000000000000000","F","A","Full","Paradise","Present"
"2869","GP900113001674547","000000000000000000000000000000000000000000000000000000010000000001000000","F","A","Full","Paradise","Present"
"2870","GP900113001674553","000000000000000000000000000000000000000000000000000000010100000000000000","U","L","Full","Paradise","Present"
"2871","GP900113001674560","000000000000000000000000000000000000000000000000000000010000000000000000","U","L","Full","Paradise","Present"
"2872","GP900113001674562","000000000000000000000000000000000000000000000000000000010000000000000000","U","L","Damaged","Paradise","Present"
"2873","GP900113001674571","000000000000000000000000000000000000000000000000000000010000000000000000","F","A","Full","Paradise","Present"
"2874","GP900113001674582","000000000000000000000000000000000000000000000000000000010000000000000000","U","L","Damaged","Paradise","Present"
"2875","GP900113001674587","000000000000000000000000000000000000000000000000000000010000000000000000","U","L","Damaged","Paradise","Present"
"2876","GP900113001674593","000000000000000000000000000000000000000000000000000000010000000000000000","M","A","Full","Paradise","Present"
"2877","GP900113001674417","000000000000000000000000000000000000000000000000000000001001001000000000","U","L","Full","Paradise","Present"
"2878","GP900113001674418","000000000000000000000000000000000000000000000000000000001000000000000000","U","L","Full","Paradise","Present"
"2879","GP900113001674422","000000000000000000000000000000000000000000000000000000001000000000000000","F","A","Damaged","Paradise","Present"
"2880","GP900113001674457","000000000000000000000000000000000000000000000000000000001000000000000000","U","L","Full","Paradise","Present"
"2881","GP900113001674459","000000000000000000000000000000000000000000000000000000001000000000000000","F","A","Full","Paradise","Present"
"2882","GP900113001674462","000000000000000000000000000000000000000000000000000000001000000000000000","U","L","Damaged","Paradise","Present"
"2883","GP900113001674468","000000000000000000000000000000000000000000000000000000001000000000000000","U","L","Full","Paradise","Present"
"2884","GP900113001674469","000000000000000000000000000000000000000000000000000000001000000000000000","F","A","Full","Paradise","Present"
"2885","GP900113001674477","000000000000000000000000000000000000000000000000000000001000000000000000","F","A","Damaged","Paradise","Present"
"2886","GP900113001674484","000000000000000000000000000000000000000000000000000000001000000000000000","U","L","Damaged","Paradise","Present"
"2887","GP900113001674488","000000000000000000000000000000000000000000000000000000001000000000000000","F","A","Damaged","Paradise","Present"
"2888","GP900113001674490","000000000000000000000000000000000000000000000000000000001000000000000000","F","A","Damaged","Paradise","Present"
"2889","GP900113001674330","000000000000000000000000000000000000000000000000000000000100000000000000","U","L","Full","Paradise","Present"
"2890","GP900113001674022","000000000000000000000000000000000000000000000000000000000010000000000000","U","L","Damaged","Paradise","Present"
"2891","GP900113001674031","000000000000000000000000000000000000000000000000000000000010000000000000","U","L","Full","Paradise","Present"
"2892","GP900113001674032","000000000000000000000000000000000000000000000000000000000010000000000000","U","L","Full","Paradise","Present"
"2893","GP900113001674034","000000000000000000000000000000000000000000000000000000000011000010000000","M","A","Full","Paradise","Present"
"2894","GP900113001674036","000000000000000000000000000000000000000000000000000000000010000000000000","U","L","Full","Paradise","Present"
"2895","GP900113001674044","000000000000000000000000000000000000000000000000000000000010000000000000","U","L","Full","Paradise","Present"
"2896","GP900113001674046","000000000000000000000000000000000000000000000000000000000010000000000000","U","L","Full","Paradise","Present"
"2897","GP900113001674053","000000000000000000000000000000000000000000000000000000000010000001000000","F","A","Damaged","Paradise","Present"
"2898","GP900113001674068","000000000000000000000000000000000000000000000000000000000010000000000000","U","L","Damaged","Paradise","Present"
"2899","GP900113001674073","000000000000000000000000000000000000000000000000000000000010000000000000","U","L","Full","Paradise","Present"
"2900","GP900113001674076","000000000000000000000000000000000000000000000000000000000010000000000000","U","L","Full","Paradise","Present"
"2901","GP900113001674080","000000000000000000000000000000000000000000000000000000000010000000000000","U","L","Full","Paradise","Present"
"2902","GP900113001674085","000000000000000000000000000000000000000000000000000000000010000000000000","U","L","Damaged","Paradise","Present"
"2903","GP900113001674088","000000000000000000000000000000000000000000000000000000000011000000000000","M","A","Full","Paradise","Present"
"2904","GP900113001674091","000000000000000000000000000000000000000000000000000000000010000000000000","U","L","Damaged","Paradise","Present"
"2905","GP900113001674092","000000000000000000000000000000000000000000000000000000000010001000000000","U","L","Full","Paradise","Present"
"2906","GP900113001674138","000000000000000000000000000000000000000000000000000000000001000000000000","M","A","Full","Paradise","Present"
"2907","GP900113001674147","000000000000000000000000000000000000000000000000000000000001000000000000","U","L","Damaged","Paradise","Present"
"2908","GP900113001674148","000000000000000000000000000000000000000000000000000000000011000000000000","U","L","Damaged","Paradise","Absent"
"2909","GP900113001674179","000000000000000000000000000000000000000000000000000000000001000000000000","U","L","Damaged","Paradise","Present"
"2910","GP900113001674191","000000000000000000000000000000000000000000000000000000000001000000000000","U","L","Full","Paradise","Present"
"2911","GP900113001674001","000000000000000000000000000000000000000000000000000000000000101000000000","U","L","Full","Paradise","Present"
"2912","GP900113001674002","000000000000000000000000000000000000000000000000000000000000100000000000","U","L","Damaged","Paradise","Present"
"2913","GP900113001674006","000000000000000000000000000000000000000000000000000000000000100000000000","U","L","Full","Paradise","Present"
"2914","GP900113001674010","000000000000000000000000000000000000000000000000000000000000100000000000","F","A","Damaged","Paradise","Present"
"2915","GP900113001674011","000000000000000000000000000000000000000000000000000000000000100000000000","U","L","Damaged","Paradise","Present"
"2916","GP900113001674013","000000000000000000000000000000000000000000000000000000000000100000000000","U","L","Full","Paradise","Present"
"2917","GP900113001674015","000000000000000000000000000000000000000000000000000000000000100000000000","U","L","Full","Paradise","Present"
"2918","GP900113001674018","000000000000000000000000000000000000000000000000000000000000100000000000","F","A","Full","Paradise","Present"
"2919","GP900113001674021","000000000000000000000000000000000000000000000000000000000000100000000000","U","L","Full","Paradise","Present"
"2920","GP900113001674023","000000000000000000000000000000000000000000000000000000000000100000000001","U","L","Damaged","Paradise","Present"
